Order_ID,Customer_ID,Customer_Name,Customer_Age,Gender,City,State,Pin_Code,Product_ID,Product_Name,Category,Brand,Price,Quantity,Total_Amount,Payment_Method,Order_Status,Order_Date,Delivery_Date,Review_Rating
AMZ-51002,CUST-8580,Anjali Ganesan,36,M,Navi Mumbai,Arunachal Pradesh,831108,PID-1836,Fan,Home Appliances,Manda Group,4551.3,1,4551.3,Credit Card,Processing,2023-05-07,2023-05-10,
AMZ-22889,CUST-9472,Omisha Chaudhuri,29,M,Eluru,Haryana,258110,PID-9937,T-Shirt,Fashion,"Borah, Varughese and Baral",1060.25,4,4241.0,Net Banking,Delivered,2024-09-09,,5.0
AMZ-25114,CUST-1450,Udyati Kant,64,F,Karimnagar,Haryana,345051,PID-6013,Moisturizer,Beauty & Personal Care,Dave-Hayre,724.32,2,1448.64,Debit Card,Delivered,2023-02-23,2023-02-25,1.0
AMZ-72358,CUST-8253,Quincy Rout,24,F,Etawah,Jharkhand,581803,PID-8995,Rice,Groceries,Warrior-Pathak,160.21,5,801.05,Debit Card,Shipped,2024-05-26,2024-06-01,
AMZ-69570,CUST-7955,Nakul Sinha,62,M,Kolhapur,Mizoram,999097,PID-6808,Diary,Books & Stationery,"Dyal, Madan and Hora",329.53,3,988.59,UPI,Delivered,2024-12-11,2024-12-18,1.0
AMZ-61907,CUST-8417,Mitesh Sant,23,F,Lucknow,Rajasthan,089453,PID-4275,Geyser,Home Appliances,"Gaba, Badal and Garde",13994.53,3,41983.59,Cash on Delivery,Delivered,2024-04-11,2024-04-16,
AMZ-12952,CUST-5554,Balveer Khare,23,F,Haldia,Odisha,262339,PID-3468,Microwave,Home Appliances,Sampath Group,3556.1,1,3556.1,UPI,Shipped,2023-10-18,,
AMZ-62177,CUST-2142,Yuvraj Sengupta,34,F,Mehsana,West Bengal,526626,PID-9887,Pen,Books & Stationery,Basak-Hans,122.82,4,491.28,UPI,Shipped,2023-03-28,2023-03-29,
AMZ-43062,CUST-9739,Yuvraj Barman,24,F,Mathura,Mizoram,988560,PID-4023,Perfume,Beauty & Personal Care,Pau-Patel,1747.56,2,3495.12,Debit Card,Processing,2023-10-20,2023-10-23,
AMZ-35048,CUST-7426,Nisha Toor,50,F,Dhule,Assam,505319,PID-5952,Fan,Home Appliances,"Balan, Viswanathan and Anand",4585.21,4,18340.84,Paytm,Returned,2024-01-29,2024-02-03,
AMZ-66480,CUST-2089,Upma Dixit,33,F,Ajmer,Tripura,172620,PID-5617,Sneakers,Fashion,Bose and Sons,3130.99,4,12523.96,UPI,Processing,2023-07-01,2023-07-03,
AMZ-77161,CUST-2431,Urishilla Lala,60,M,Gangtok,Haryana,102973,PID-1714,Pen,Books & Stationery,Narayanan Ltd,65.17,3,195.51,Cash on Delivery,Delivered,2023-08-27,2023-08-30,5.0
AMZ-52911,CUST-1130,Turvi Balasubramanian,54,M,Dhanbad,West Bengal,318973,PID-7389,Fruits,Groceries,Jani LLC,172.17,5,860.85,Net Banking,Cancelled,2023-02-17,2023-02-24,
AMZ-92468,CUST-6429,Anirudh Baria,37,M,Lucknow,Assam,889388,PID-6789,Microwave,Home Appliances,Munshi-Jayaraman,5279.32,2,10558.64,UPI,Shipped,2023-10-16,2023-10-21,
AMZ-72621,CUST-5900,Upadhriti Rastogi,21,M,Sultan Pur Majra,Goa,267720,PID-3189,Refrigerator,Home Appliances,Sani Group,36549.27,1,36549.27,UPI,Delivered,2024-02-21,2024-02-24,
AMZ-74772,CUST-3826,Unnati Mitter,46,M,Bellary,Arunachal Pradesh,971218,PID-2851,T-Shirt,Fashion,"Suresh, Roy and Pillay",1505.83,2,3011.66,Credit Card,Processing,2023-10-28,2023-10-30,
AMZ-14580,CUST-2235,Shivansh Kalita,49,F,Khora ,Kerala,349358,PID-4037,Smartphone,Electronics,Karnik Ltd,15515.79,1,15515.79,Paytm,Shipped,2024-09-18,,
AMZ-12761,CUST-5716,Idika Sarraf,53,F,Gulbarga,Telangana,474534,PID-4463,Shampoo,Beauty & Personal Care,"Date, Pillai and Deep",542.64,1,542.64,Debit Card,Delivered,2023-08-26,2023-09-02,4.0
AMZ-38609,CUST-6839,Vidhi De,35,F,Tumkur,Jharkhand,079111,PID-8240,Geyser,Home Appliances,"Rege, Ravel and Dave",10068.87,1,10068.87,Net Banking,Delivered,2023-03-23,2023-03-28,
AMZ-29054,CUST-1609,Max Reddy,49,M,Srikakulam,Punjab,873180,PID-4087,Pen,Books & Stationery,Sawhney and Sons,39.26,2,78.52,Debit Card,Delivered,2024-08-08,,1.0
AMZ-71953,CUST-2374,Ishita Narayanan,49,F,Khammam,Odisha,709089,PID-4153,Lipstick,Beauty & Personal Care,Ratti-Sankar,621.1,5,3105.5,UPI,Delivered,2024-07-03,2024-07-10,3.0
AMZ-92930,CUST-8854,Wriddhish Deep,54,M,Katni,West Bengal,475010,PID-3102,Atta,Groceries,"Mammen, Ganesan and Thaker",870.73,1,870.73,Paytm,Delivered,2023-04-15,2023-04-16,4.0
AMZ-41691,CUST-5526,Pushti Swamy,54,M,Mysore,Haryana,424550,PID-5720,Sneakers,Fashion,"Barad, Dube and Sahni",4848.28,3,14544.84,Paytm,Shipped,2024-07-28,2024-08-01,
AMZ-25779,CUST-2591,Gagan Ray,28,M,Ulhasnagar,Sikkim,788767,PID-5642,Kurtis,Fashion,"Nayak, Kashyap and Dhar",406.71,4,1626.84,UPI,Delivered,2023-03-21,2023-03-27,2.0
AMZ-37297,CUST-5621,Dakshesh Chaudhuri,54,F,Begusarai,Manipur,918752,PID-3569,Refrigerator,Home Appliances,Mistry-Dasgupta,38488.04,1,38488.04,Paytm,Shipped,2023-11-11,2023-11-15,
AMZ-51229,CUST-9431,Mason Rajagopalan,20,F,Faridabad,Uttar Pradesh,561651,PID-3208,Microwave,Home Appliances,Sehgal-Kashyap,5821.48,5,29107.4,Cash on Delivery,Delivered,2024-12-01,2024-12-08,4.0
AMZ-76705,CUST-5700,Manya Samra,21,M,Kanpur,Manipur,855920,PID-8354,Fiction Novel,Books & Stationery,"Kapadia, Bhasin and Srivastava",407.24,5,2036.2,UPI,Delivered,2024-06-18,2024-06-25,5.0
AMZ-20635,CUST-6344,Max Samra,34,F,Siwan,Uttar Pradesh,982922,PID-8056,Laptop,Electronics,"Mittal, Pradhan and Rajagopalan",118771.12,1,118771.12,Debit Card,Returned,2023-11-14,2023-11-21,
AMZ-99278,CUST-7543,Priya Iyer,32,M,Mangalore,Gujarat,773678,PID-8277,Fruits,Groceries,"Tella, Korpal and Bakshi",178.06,1,178.06,Credit Card,Delivered,2024-07-29,2024-08-02,2.0
AMZ-15367,CUST-6445,Chaaya Mandal,31,M,Sonipat,Tripura,568423,PID-6299,Washing Machine,Home Appliances,"Kumer, Mohan and Chada",43788.06,4,175152.24,Credit Card,Returned,2024-01-12,2024-01-15,
AMZ-53901,CUST-9734,Tanmayi Roy,50,F,Hosur,Jharkhand,568570,PID-8325,Milk,Groceries,"Kota, Pradhan and Dugar",71.86,1,71.86,Debit Card,Delivered,2023-12-09,2023-12-16,
AMZ-60324,CUST-3287,Gopal Parsa,31,M,Bhalswa Jahangir Pur,Kerala,574064,PID-4745,Geyser,Home Appliances,Boase and Sons,20662.21,2,41324.42,UPI,Processing,2024-07-07,2024-07-11,
AMZ-32483,CUST-5967,Zarna Vig,35,M,Satna,West Bengal,915389,PID-5878,Headphones,Electronics,"Narasimhan, Dass and Parekh",5412.31,5,27061.55,Cash on Delivery,Returned,2023-05-07,2023-05-09,
AMZ-63940,CUST-6631,Irya Hegde,30,M,Dehradun,Kerala,916987,PID-5332,Perfume,Beauty & Personal Care,Chaudry-Jain,1957.12,5,9785.6,UPI,Processing,2023-12-07,2023-12-11,
AMZ-90916,CUST-7837,Anthony Dayal,65,F,Secunderabad,Sikkim,320063,PID-9912,Fiction Novel,Books & Stationery,Mammen-Yadav,569.89,4,2279.56,Paytm,Delivered,2024-11-01,2024-11-07,1.0
AMZ-32553,CUST-9299,Anita Mangat,60,F,Bidar,Rajasthan,713962,PID-7602,Sneakers,Fashion,Vasa Ltd,1407.81,4,5631.24,Debit Card,Shipped,2023-10-16,2023-10-23,
AMZ-33091,CUST-4437,Vedika Ramachandran,38,M,Delhi,Manipur,955261,PID-6626,Rice,Groceries,Rao and Sons,442.14,4,1768.56,UPI,Returned,2023-11-05,2023-11-08,
AMZ-71991,CUST-8873,Omya Lata,51,F,Jaipur,Goa,499134,PID-6135,Vegetables,Groceries,Sunder Ltd,125.24,3,375.72,Debit Card,Delivered,2024-06-10,2024-06-13,2.0
AMZ-29862,CUST-4858,Tamanna Karan,38,F,Bongaigaon,Andhra Pradesh,804917,PID-1324,Washing Machine,Home Appliances,Ramanathan Inc,22239.05,5,111195.25,Net Banking,Delivered,2023-08-31,2023-09-04,3.0
AMZ-45828,CUST-1495,Arya Kumer,62,M,Ujjain,Uttar Pradesh,527324,PID-1139,Milk,Groceries,Iyengar-Dhar,116.59,2,233.18,Credit Card,Delivered,2023-05-16,2023-05-20,5.0
AMZ-79795,CUST-3733,Oviya Dhar,40,M,Kolkata,Uttarakhand,003519,PID-5713,Diary,Books & Stationery,Dave-Karan,318.37,5,1591.85,Credit Card,Processing,2023-09-20,2023-09-26,
AMZ-38349,CUST-4628,Chatresh Chakraborty,56,M,Begusarai,Himachal Pradesh,299913,PID-7567,Jeans,Fashion,Pandya-Bhasin,3246.32,1,3246.32,Cash on Delivery,Delivered,2023-11-07,2023-11-10,2.0
AMZ-26429,CUST-2324,Niharika Gole,43,F,Madhyamgram,Bihar,650711,PID-5846,Geyser,Home Appliances,Sem Group,4463.13,2,8926.26,Cash on Delivery,Delivered,2024-01-16,2024-01-19,4.0
AMZ-88204,CUST-7276,Osha Thaman,32,M,Bilaspur,Chhattisgarh,584013,PID-5924,Fiction Novel,Books & Stationery,Chaudry Inc,532.91,5,2664.55,Credit Card,Delivered,2023-12-30,2024-01-01,5.0
AMZ-41533,CUST-3923,Unni Cherian,55,M,South Dumdum,Andhra Pradesh,817564,PID-1869,Jeans,Fashion,"Jaggi, Chandra and Luthra",1685.99,4,6743.96,Paytm,Delivered,2024-05-25,2024-05-28,
AMZ-44053,CUST-3268,Lila Saran,42,F,Arrah,Arunachal Pradesh,080096,PID-4303,Vegetables,Groceries,"Luthra, Dixit and Bakshi",393.43,1,393.43,Credit Card,Delivered,2023-12-09,2023-12-15,
AMZ-80054,CUST-4836,Chanakya Buch,53,M,Jaunpur,Karnataka,572350,PID-4464,Microwave,Home Appliances,"Sunder, Jain and Johal",5132.77,2,10265.54,Cash on Delivery,Processing,2023-01-14,2023-01-20,
AMZ-57068,CUST-5522,Aayush Uppal,23,F,Sagar,Tripura,586210,PID-3000,Headphones,Electronics,Atwal PLC,6693.68,2,13387.36,Credit Card,Returned,2023-04-29,,
AMZ-94034,CUST-8423,Chakradev Warrior,18,M,Malda,Arunachal Pradesh,804232,PID-2790,Perfume,Beauty & Personal Care,Divan-Mohanty,7625.77,3,22877.31,Cash on Delivery,Delivered,2024-10-15,2024-10-16,1.0
AMZ-58764,CUST-8878,Wriddhish Dey,61,M,Ratlam,Goa,419310,PID-4538,Kurtis,Fashion,Vora and Sons,3340.31,3,10020.93,Cash on Delivery,Delivered,2023-11-15,2023-11-16,4.0
AMZ-38297,CUST-7060,Patrick Sarkar,58,M,Serampore,Punjab,833663,PID-8374,Vegetables,Groceries,Choudhary LLC,319.4,5,1597.0,UPI,Delivered,2024-10-28,,
AMZ-23700,CUST-6494,Lekha Viswanathan,27,M,Anand,Bihar,549861,PID-2701,Perfume,Beauty & Personal Care,Seshadri and Sons,3682.32,5,18411.6,Debit Card,Processing,2024-07-23,2024-07-27,
AMZ-63324,CUST-3797,Abhiram Barad,47,M,Vadodara,Goa,595840,PID-3890,Exam Guide,Books & Stationery,Devi LLC,307.0,3,921.0,Net Banking,Delivered,2023-02-04,2023-02-07,2.0
AMZ-53735,CUST-7337,Shivani Mohan,20,F,Dharmavaram,Kerala,335923,PID-8883,Fan,Home Appliances,"Kaur, Tank and Jain",4722.99,2,9445.98,Credit Card,Delivered,2023-07-24,,2.0
AMZ-80548,CUST-3563,Aachal Rastogi,60,F,Thoothukudi,Uttar Pradesh,881827,PID-7011,Washing Machine,Home Appliances,Sane Group,48137.25,2,96274.5,Paytm,Delivered,2023-04-30,2023-05-03,4.0
AMZ-62011,CUST-6127,Abeer Choudhury,48,M,Ozhukarai,Haryana,470441,PID-1726,Rice,Groceries,Ramesh-Dayal,886.08,4,3544.32,Debit Card,Delivered,2023-10-26,2023-10-28,4.0
AMZ-11284,CUST-8520,Garima Verma,37,M,Bhiwani,Himachal Pradesh,270928,PID-9049,Shampoo,Beauty & Personal Care,Sachar-Dar,426.42,5,2132.1,Credit Card,Delivered,2024-07-29,,2.0
AMZ-34265,CUST-5144,Damyanti Kala,42,M,Patna,Tripura,201769,PID-6416,Rice,Groceries,Bumb LLC,1319.6,1,1319.6,Credit Card,Shipped,2024-05-02,2024-05-07,
AMZ-61646,CUST-8182,Tripti Rege,38,F,Rajahmundry,Chhattisgarh,027383,PID-7914,Vegetables,Groceries,Wable-Pant,415.76,3,1247.28,Debit Card,Delivered,2024-01-12,2024-01-16,3.0
AMZ-58885,CUST-3290,Laban Choudhry,33,M,Mirzapur,Odisha,739154,PID-5918,Headphones,Electronics,Das-Sandal,3049.36,2,6098.72,Debit Card,Processing,2024-08-15,,
AMZ-89094,CUST-2441,Imaran Pingle,38,F,Jaunpur,Nagaland,068815,PID-7274,Fiction Novel,Books & Stationery,Bumb PLC,131.84,1,131.84,Cash on Delivery,Delivered,2023-07-05,2023-07-09,
AMZ-17411,CUST-6927,Naveen Saraf,27,F,Thanjavur,West Bengal,076636,PID-5137,Perfume,Beauty & Personal Care,"Joshi, Khatri and Bali",7310.37,4,29241.48,Net Banking,Shipped,2023-06-18,2023-06-21,
AMZ-43570,CUST-7100,Azad Shetty,61,M,Eluru,Telangana,563595,PID-4375,Exam Guide,Books & Stationery,"Behl, Parmer and Dhillon",489.6,2,979.2,Net Banking,Shipped,2023-01-25,2023-01-31,
AMZ-76212,CUST-8281,Pranit Jha,63,F,Patiala,Tripura,209074,PID-1390,Moisturizer,Beauty & Personal Care,Srinivas-Kanda,297.09,1,297.09,Cash on Delivery,Delivered,2023-12-25,2023-12-26,3.0
AMZ-69988,CUST-2048,Jatin Tank,62,F,Jalgaon,Himachal Pradesh,463956,PID-5425,Refrigerator,Home Appliances,Murthy-Bhattacharyya,16367.63,2,32735.26,Paytm,Shipped,2023-07-27,,
AMZ-55001,CUST-2658,Priya Thaman,36,F,Mumbai,Haryana,542016,PID-8249,Exam Guide,Books & Stationery,"Pant, Mody and Tata",697.42,5,3487.1,Net Banking,Delivered,2023-01-24,2023-01-26,5.0
AMZ-35278,CUST-5218,Vasatika Chahal,64,M,Bally,Bihar,186260,PID-6973,Lipstick,Beauty & Personal Care,"Nadig, Gola and Chowdhury",1084.47,4,4337.88,UPI,Delivered,2023-03-18,2023-03-22,1.0
AMZ-56780,CUST-7357,Vasudha Loyal,18,M,Guna,Karnataka,101784,PID-8338,Laptop,Electronics,Oak Inc,98648.83,4,394595.32,UPI,Delivered,2024-12-29,2024-12-30,5.0
AMZ-58182,CUST-8541,Harita Tata,39,M,Secunderabad,Kerala,299904,PID-2538,T-Shirt,Fashion,Nazareth-Dayal,1534.03,1,1534.03,Net Banking,Delivered,2023-01-06,2023-01-11,1.0
AMZ-89289,CUST-6707,Simon Goyal,31,F,Tiruchirappalli,Chhattisgarh,482082,PID-3580,Headphones,Electronics,"Rajan, Tella and Balay",5029.55,2,10059.1,Credit Card,Delivered,2023-11-10,2023-11-13,
AMZ-20279,CUST-3331,Lopa Pradhan,26,M,Vijayanagaram,Haryana,198765,PID-6482,T-Shirt,Fashion,"Dass, Anand and Kala",801.92,2,1603.84,Credit Card,Processing,2023-05-27,,
AMZ-42365,CUST-4742,Aradhana Pau,46,F,Baranagar,Kerala,068563,PID-2630,Perfume,Beauty & Personal Care,Acharya-Sawhney,2418.1,5,12090.5,Net Banking,Delivered,2023-09-23,2023-09-26,3.0
AMZ-18935,CUST-9369,Rohan Krishnan,19,M,Gudivada,Madhya Pradesh,177627,PID-8235,Pen,Books & Stationery,Kala Group,55.86,4,223.44,Cash on Delivery,Delivered,2023-10-31,2023-11-06,3.0
AMZ-45692,CUST-3023,Mohini Dash,27,F,Tirunelveli,Manipur,426721,PID-2002,Geyser,Home Appliances,Sangha LLC,8303.3,2,16606.6,UPI,Delivered,2023-06-22,2023-06-27,4.0
AMZ-47208,CUST-4919,Samuel Dixit,46,F,Muzaffarnagar,Andhra Pradesh,483322,PID-7127,Sneakers,Fashion,"Shankar, Sule and Borde",2421.21,2,4842.42,Credit Card,Delivered,2023-05-12,2023-05-14,4.0
AMZ-40028,CUST-6547,Maanas Chopra,54,F,Etawah,Uttar Pradesh,676993,PID-2544,Headphones,Electronics,"Jaggi, Narang and Jain",1148.91,3,3446.73,Cash on Delivery,Shipped,2024-09-07,2024-09-09,
AMZ-48038,CUST-6595,Bahadurjit Iyengar,40,M,Nanded,Kerala,157488,PID-1503,Diary,Books & Stationery,Kaur Group,459.2,2,918.4,UPI,Shipped,2023-04-19,,
AMZ-62369,CUST-9065,Kiaan Bansal,52,F,Begusarai,Mizoram,371290,PID-9311,Smartwatch,Electronics,Bawa Inc,12722.49,2,25444.98,Net Banking,Processing,2024-04-16,2024-04-21,
AMZ-97106,CUST-2313,Bimala Mann,59,M,Srikakulam,Uttar Pradesh,247314,PID-4629,Pen,Books & Stationery,Shenoy-Tara,38.37,3,115.11,Net Banking,Delivered,2023-04-29,2023-05-02,5.0
AMZ-83994,CUST-2263,Anita Parmar,47,M,Karimnagar,Karnataka,703340,PID-6117,Smartphone,Electronics,"Mane, Krishnamurthy and Chacko",41642.85,5,208214.25,Credit Card,Shipped,2024-04-23,2024-04-26,
AMZ-52026,CUST-7725,Devika Mammen,29,F,Moradabad,Telangana,702952,PID-7393,Diary,Books & Stationery,"Sethi, Deshmukh and Hora",126.13,5,630.65,Cash on Delivery,Delivered,2023-08-19,2023-08-25,3.0
AMZ-78285,CUST-4158,Rohan Konda,50,F,Kurnool,Tripura,695714,PID-2551,Atta,Groceries,Subramaniam-Rajagopal,68.86,1,68.86,Net Banking,Delivered,2024-04-11,2024-04-15,4.0
AMZ-49728,CUST-5978,Brijesh Garg,63,F,Bhiwani,Gujarat,351767,PID-9990,Face Wash,Beauty & Personal Care,Rajagopalan-Mittal,373.38,2,746.76,Credit Card,Delivered,2023-04-30,2023-05-05,1.0
AMZ-27538,CUST-2199,Sudiksha Mody,25,F,Vellore,Kerala,249678,PID-1565,Jeans,Fashion,Rai and Sons,3022.12,1,3022.12,Paytm,Shipped,2023-02-04,2023-02-10,
AMZ-29188,CUST-1596,Teerth Dar,43,M,Hajipur,Tripura,156891,PID-9461,Moisturizer,Beauty & Personal Care,Madan PLC,633.94,5,3169.7,Net Banking,Delivered,2023-10-20,2023-10-23,4.0
AMZ-18857,CUST-8320,Raagini Bakshi,48,F,Cuttack,Gujarat,161150,PID-1724,Pen,Books & Stationery,Prabhu-Hayre,143.97,4,575.88,UPI,Delivered,2023-08-02,2023-08-07,5.0
AMZ-23263,CUST-6022,Zashil Brahmbhatt,32,F,Rajkot,Punjab,185502,PID-7891,Geyser,Home Appliances,Barad-Kant,10481.6,3,31444.8,UPI,Returned,2024-12-17,2024-12-22,
AMZ-11431,CUST-3536,Barkha Din,57,F,Uluberia,Telangana,263424,PID-2281,Lipstick,Beauty & Personal Care,Bhardwaj Inc,252.53,3,757.59,Debit Card,Returned,2024-01-09,2024-01-15,
AMZ-92133,CUST-6984,Gaurav Bose,21,F,Korba,Karnataka,808802,PID-3033,Diary,Books & Stationery,"Narasimhan, Sule and Chana",165.8,3,497.4,UPI,Shipped,2023-06-09,,
AMZ-39709,CUST-9486,Jack Gala,57,F,Panchkula,Jharkhand,437075,PID-2813,Notebook,Books & Stationery,"Sangha, Pandya and Mangat",49.14,5,245.7,UPI,Shipped,2023-04-08,2023-04-15,
AMZ-84690,CUST-9922,Zilmil Kannan,50,F,Phusro,Telangana,662618,PID-2531,Moisturizer,Beauty & Personal Care,Khalsa PLC,578.08,4,2312.32,Paytm,Delivered,2024-09-20,2024-09-25,5.0
AMZ-45290,CUST-3500,Victor Suri,46,M,Bikaner,Assam,457656,PID-3886,Sneakers,Fashion,"Vohra, Keer and Shankar",2963.2,4,11852.8,Credit Card,Delivered,2024-09-07,2024-09-13,2.0
AMZ-61183,CUST-4732,Mitesh Bail,65,M,Jaunpur,Uttar Pradesh,823065,PID-9953,Vegetables,Groceries,Wali Group,469.06,3,1407.18,Paytm,Delivered,2024-08-17,2024-08-20,5.0
AMZ-78250,CUST-8589,Yutika Mitra,52,F,Ajmer,Bihar,533225,PID-7058,Atta,Groceries,"Madan, Dave and Doctor",290.01,3,870.03,Cash on Delivery,Returned,2024-04-26,2024-04-28,
AMZ-65236,CUST-3228,Widisha Chopra,65,F,Tirunelveli,Meghalaya,576482,PID-2784,Lipstick,Beauty & Personal Care,Iyengar-Chander,348.81,5,1744.05,UPI,Shipped,2024-03-29,2024-04-02,
AMZ-65164,CUST-1776,Zayan Prabhu,49,F,Lucknow,Chhattisgarh,059446,PID-4140,Refrigerator,Home Appliances,Upadhyay-Chaudry,16395.22,3,49185.66,Paytm,Shipped,2023-08-09,2023-08-15,
AMZ-51708,CUST-4557,Ayaan Vala,19,M,Sasaram,Meghalaya,923918,PID-4654,Saree,Fashion,Sankar-Gala,1633.7,4,6534.8,Net Banking,Delivered,2023-03-31,2023-04-05,
AMZ-63724,CUST-1979,Jhalak Cherian,40,M,Cuttack,Odisha,205286,PID-9570,Refrigerator,Home Appliances,Raj-Nigam,13950.61,2,27901.22,Cash on Delivery,Delivered,2023-09-30,2023-10-03,1.0
AMZ-47431,CUST-2818,Bimala Chakraborty,29,F,Ghaziabad,Assam,172221,PID-2761,Milk,Groceries,Parikh-Bajwa,70.97,3,212.91,Net Banking,Cancelled,2023-09-08,2023-09-10,
AMZ-40918,CUST-3175,Balveer Sengupta,38,M,Madurai,West Bengal,579972,PID-1190,T-Shirt,Fashion,Merchant Ltd,1106.66,4,4426.64,Debit Card,Delivered,2024-05-18,,1.0
AMZ-92208,CUST-6582,Panini Gandhi,38,F,Ghaziabad,Maharashtra,711410,PID-2137,Sneakers,Fashion,"Goel, Ravel and Reddy",2145.09,4,8580.36,Debit Card,Returned,2023-06-30,2023-07-07,
AMZ-76935,CUST-4316,Edhitha Mammen,49,F,Madanapalle,Tamil Nadu,664185,PID-7116,Smartwatch,Electronics,"Prabhu, Kara and Bhalla",7857.63,3,23572.89,Cash on Delivery,Delivered,2024-09-05,2024-09-08,
AMZ-61028,CUST-5462,Forum Rege,29,M,Ambala,Mizoram,238726,PID-2838,Rice,Groceries,Radhakrishnan-Loyal,263.84,3,791.52,Cash on Delivery,Delivered,2024-12-09,2024-12-10,4.0
AMZ-10702,CUST-3405,Saksham Raval,47,F,Mysore,Madhya Pradesh,816945,PID-3909,Rice,Groceries,"Patla, Rattan and Choudhary",142.46,2,284.92,Paytm,Delivered,2024-10-17,2024-10-24,5.0
AMZ-61869,CUST-7207,Yochana Kale,63,F,Siwan,Gujarat,872497,PID-7520,Bluetooth Speaker,Electronics,"Setty, Pandya and Modi",5359.84,3,16079.52,Paytm,Returned,2023-01-28,2023-01-31,
AMZ-88598,CUST-3495,Tanvi Prashad,61,M,Mehsana,Uttar Pradesh,057294,PID-5746,Face Wash,Beauty & Personal Care,Gala LLC,365.62,3,1096.86,Net Banking,Delivered,2024-04-05,2024-04-12,2.0
AMZ-59526,CUST-8136,Yashawini Bera,43,M,Tadipatri,Uttarakhand,018648,PID-9072,Atta,Groceries,Virk LLC,1052.3,3,3156.9,Paytm,Cancelled,2024-11-24,,
AMZ-23188,CUST-7062,Ekansh Khatri,59,F,Nagpur,Rajasthan,370405,PID-9771,Smartwatch,Electronics,Salvi-Padmanabhan,23346.71,5,116733.55,Cash on Delivery,Returned,2023-04-22,2023-04-23,
AMZ-67780,CUST-7768,Yashica Atwal,49,M,Malegaon,Assam,666530,PID-3878,Vegetables,Groceries,Bora Ltd,269.83,3,809.49,Credit Card,Delivered,2024-06-22,2024-06-28,5.0
AMZ-94652,CUST-1963,Ranveer Dhar,45,F,Salem,Arunachal Pradesh,476176,PID-2315,Smartphone,Electronics,Kohli-Mohanty,16547.09,4,66188.36,Debit Card,Delivered,2023-01-09,2023-01-14,5.0
AMZ-79889,CUST-5036,Kiaan Choudhury,44,F,Visakhapatnam,Kerala,387325,PID-6019,Bluetooth Speaker,Electronics,Venkataraman-Sule,7204.76,3,21614.28,Credit Card,Delivered,2023-12-21,2023-12-26,5.0
AMZ-31829,CUST-1210,Yatin Kamdar,49,F,Sirsa,Himachal Pradesh,225304,PID-5834,T-Shirt,Fashion,"Parsa, Bahri and Barman",1435.36,5,7176.8,Net Banking,Returned,2024-03-21,2024-03-28,
AMZ-53826,CUST-8206,Balhaar Pandey,64,M,Kurnool,Rajasthan,302788,PID-9847,Saree,Fashion,Chada Group,1365.58,5,6827.9,Net Banking,Delivered,2023-03-28,2023-04-01,5.0
AMZ-54667,CUST-9297,Vansha Bobal,24,M,Bongaigaon,Punjab,775933,PID-2435,Fruits,Groceries,"Shan, Sandhu and Dugar",43.08,4,172.32,Cash on Delivery,Shipped,2024-07-18,2024-07-21,
AMZ-93712,CUST-4199,Jacob Grover,29,F,Gangtok,Odisha,328287,PID-4315,Jeans,Fashion,Mody-Batta,2591.92,2,5183.84,Net Banking,Delivered,2023-08-31,,5.0
AMZ-72392,CUST-8567,Ethan Kakar,40,F,Motihari,Uttar Pradesh,402902,PID-4839,Atta,Groceries,Bhatti and Sons,925.87,4,3703.48,Debit Card,Cancelled,2023-07-24,2023-07-27,
AMZ-12101,CUST-2810,Vedika Master,39,M,Hazaribagh,Manipur,217480,PID-9256,Shampoo,Beauty & Personal Care,Karnik-Chand,305.57,5,1527.85,UPI,Processing,2024-08-12,2024-08-18,
AMZ-47712,CUST-5817,Gabriel Memon,38,M,Karnal,Manipur,618900,PID-4010,Sneakers,Fashion,"Thaman, Singh and Misra",3388.24,1,3388.24,Cash on Delivery,Delivered,2023-03-17,2023-03-23,5.0
AMZ-78410,CUST-4441,Falguni Prasad,65,M,Farrukhabad,Meghalaya,384996,PID-2116,Atta,Groceries,"Virk, Rama and Zachariah",1125.58,4,4502.32,UPI,Delivered,2024-04-23,,4.0
AMZ-61979,CUST-6324,Bhavini Kuruvilla,28,F,Bhubaneswar,West Bengal,498099,PID-2325,Bluetooth Speaker,Electronics,Bhardwaj Group,2965.2,2,5930.4,UPI,Delivered,2023-04-13,2023-04-19,2.0
AMZ-50524,CUST-6668,Yashvi Bail,30,M,Dhanbad,Haryana,660999,PID-9385,Jeans,Fashion,Desai Inc,2069.98,4,8279.92,UPI,Delivered,2024-08-30,2024-09-03,2.0
AMZ-99340,CUST-8407,Shravya Sankaran,19,F,Bhiwani,Madhya Pradesh,224700,PID-8961,Geyser,Home Appliances,Karpe LLC,21691.02,2,43382.04,Credit Card,Delivered,2023-03-08,2023-03-12,1.0
AMZ-97014,CUST-5007,Advika Mall,59,M,Bhubaneswar,Chhattisgarh,328730,PID-7555,Rice,Groceries,Oza-Dutt,1489.14,4,5956.56,Credit Card,Processing,2024-12-23,2024-12-24,
AMZ-56860,CUST-1659,Praneel Dass,61,F,Nadiad,Goa,270205,PID-4627,Rice,Groceries,"Dora, Chawla and Taneja",906.26,4,3625.04,Paytm,Returned,2024-01-29,2024-02-01,
